Month,4YO,5YO,3-5YO Avg.
Jan-18,68000,54000,70000
Mar,75000,49000,85000
May,76000,48000,80000
Jul,76000,50000,82000
Sep,68000,52000,77000
Nov,62000,52000,65000
Jan-19,63000,55000,78000
Mar,78000,62000,94000
May,75000,60000,87000
Jul,72000,56000,83000
Sep,71000,53000,83000
Nov,67000,47000,75000
Jan-20,65000,46000,74000
Mar,65000,51000,90000
May,61000,42000,85000
Jul,50000,41000,75000
Sep,53000,38000,73000
Nov,52000,40000,72000
Jan-21,50000,40000,73000
Mar,72000,54000,93000
