Month,4YO,5YO,3-5YO Avg.
Jan-18,65000,47000,67000
Mar-18,63000,50000,78000
May-18,64000,51000,84000
Jul-18,63000,52000,79000
Sep-18,62000,51000,81000
Nov-18,62000,51000,76000
Jan-19,72000,57000,74000
Mar-19,71000,59000,88000
May-19,72000,59000,94000
Jul-19,71000,56000,84000
Sep-19,66000,50000,83000
Nov-19,60000,46000,71000
Jan-20,63000,51000,67000
Mar-20,60000,43000,65000
May-20,55000,38000,55000
Jul-20,53000,38000,55000
Sep-20,52000,38000,53000
Nov-20,51000,39000,54000
Jan-21,50000,39000,54000
Mar-21,71000,52000,73000
May-21,75000,57000,88000
Jul-21,79000,60000,100000
