Month,4YO,5YO,3-5YO Avg.
Jan-15,78000,69000,80000
Mar,72000,62000,83000
May,71000,64000,78000
Jul,70000,60000,76000
Sep,68000,58000,73000
Nov,62000,53000,71000
Jan-16,70000,58000,92000
Mar,67000,46000,78000
May,63000,51000,82000
Jul,61000,54000,78000
Sep,60000,48000,73000
Nov,56000,42000,67000
Jan-17,66000,53000,78000
Mar,61000,44000,81000
May,61000,44000,77000
Jul,58000,46000,74000
Sep,54000,42000,71000
Nov,51000,41000,70000
Jan-18,66000,51000,91000
Mar (est.),62000,46000,74000
