Month,4YO,5YO,3-5YO Avg.
Jan-18,66000,53000,71000
Mar,63500,49000,64000
May,64000,48500,64000
Jul,66000,51500,64500
Sep,64500,52000,64000
Nov,62000,49000,62500
Jan-19,66500,53000,73000
Mar,72000,57500,97000
May,71500,53000,93000
Jul,73500,51500,88000
Sep,71000,48000,84000
Nov,68000,45000,81500
Jan-20,66000,42500,68000
Mar,64500,52000,89500
May,62000,45000,85000
Jul,53500,40000,65500
Sep,51000,38000,61000
Nov,52000,38500,59000
Jan-21,72500,57000,73000
Mar,72000,54000,92000
