2018/01/15, 55316.91286936888
2018/01/18, 55093.57853330995
2018/01/19, 54300.86435147442
2018/01/21, 53546.3330660854
2018/01/24, 52772.447141776516
2018/01/23, 53911.957581814524
2018/01/27, 51853.36608807658
2018/01/28, 52497.88660707409
2018/01/31, 50946.45880041616
2018/01/31, 51735.9670864377
2018/02/03, 50144.83988054133
2018/02/06, 49953.85024155934
2018/02/07, 49159.64599547225
2018/02/10, 48534.61371074681
2018/02/14, 48078.56890323755
2018/02/16, 47439.33133931381
2018/02/20, 47221.75535029429
2018/02/23, 46817.38916402434
2018/02/27, 46649.65534043277
2018/03/03, 46536.95229885944
2018/03/07, 46404.878422015696
2018/03/12, 46396.07349689277
2018/03/16, 46396.07349689277
2018/03/20, 46297.37447908636
2018/03/24, 46283.72265232436
2018/03/29, 46411.366261579955
2018/04/02, 46399.595466941915
2018/04/07, 46560.72559669132
2018/04/11, 46667.265190678605
2018/04/16, 46853.22520927462
2018/04/20, 47086.379626529466
2018/04/24, 47452.66451164278
2018/04/29, 47797.81757646112
2018/05/03, 48105.9899557632
2018/05/07, 48417.68430511445
2018/05/12, 48621.87471153638
2018/05/16, 48856.16957623571
2018/05/21, 48714.11678425266
2018/05/25, 48605.27113844747
2018/05/29, 48459.52866355574
2018/06/02, 48271.35483521456
2018/06/07, 48139.44867123029
2018/06/11, 48042.59449487821
2018/06/15, 48190.18181122425
2018/06/20, 48389.50854472113
2018/06/24, 48600.82674767113
2018/06/29, 48926.60897721906
2018/07/03, 49240.06431159489
2018/07/07, 49461.94842469238
2018/07/12, 49655.65677739655
2018/07/16, 49793.013609314046
2018/07/20, 49899.77332642942
2018/07/25, 49979.6780219199
2018/07/29, 49979.6780219199
2018/08/02, 49990.74707064584
2018/08/07, 50187.22268553151
2018/08/11, 50134.64470408323
2018/08/16, 50145.21061423073
2018/08/20, 50284.328431172835
2018/08/24, 50323.07010171366
2018/08/29, 50497.407619147416
2018/09/02, 50608.34967569614
2018/09/06, 50691.11597185157
2018/09/11, 50828.472803769095
2018/09/15, 51030.986081596144
2018/09/19, 51289.14648620009
2018/09/24, 51568.0865140941
2018/09/28, 51798.69169588474
2018/10/03, 51916.761548961586
2018/10/07, 51916.761548961586
2018/10/11, 51765.872937381486
2018/10/15, 51298.93385559987
2018/10/19, 51016.76274101299
2018/10/20, 50283.65112924029
2018/10/24, 50047.47594536636
2018/10/25, 49314.61267763558
2018/10/28, 49172.55988565252
2018/10/30, 48454.91655991995
2018/11/03, 48195.139822632744
2018/11/05, 47735.08248496034
2018/11/09, 47817.188411731535
2018/11/14, 48130.64374610738
2018/11/18, 48754.03244480988
2018/11/22, 49527.69186561018
2018/11/26, 50367.094727328236
2018/11/30, 51219.411479226575
2018/12/04, 52207.324078017846
2018/12/03, 51335.63649084908
2018/12/08, 52816.429231520946
2018/12/06, 52187.95324274742
2018/12/10, 53117.75333572742
2019/01/06, 61461.048812914116
2019/01/10, 61427.84166673626
2019/01/14, 61294.398134873394
2019/01/18, 60788.604102812504
2019/01/21, 60575.52491483792
2019/01/22, 59894.31720782825
2019/01/26, 59778.09219620575
2019/01/27, 59083.970599015825
2019/01/31, 58964.51711484825
2019/02/01, 58351.10733128505
2019/02/05, 58309.13718819912
2019/02/06, 57827.63356862021
2019/02/10, 57740.33902525873
2019/02/15, 57536.1486188368
2019/02/19, 57372.2931551208
2019/02/24, 57270.15602369496
2019/02/28, 57166.25790724455
2019/03/04, 57166.25790724455
2019/03/09, 57166.25790724455
2019/03/13, 57168.01889226913
2019/03/17, 57308.8976942358
