Date,2YO,3YO,4YO,5YO
2017-08-16,89414.0460816373,70387.34053684998,89293.58879750498,42295.83926748653
2017-08-17,,,51337.260478028285,
2017-08-18,,,,42515.48560474991
2017-08-20,,70465.13698628682,,
2017-08-21,,70387.34053684998,89475.66106073311,
2017-08-22,89554.52823397575,,,42009.329614691
2017-08-23,,,51330.297751214326,
2017-08-24,,,,42453.45403858925
2017-08-26,,70538.1152065847,90163.28422744236,41872.70650578011
2017-08-27,90229.82840486588,,,
2017-08-28,,,51773.69685423015,
2017-08-29,,,,42215.55275737963
2017-08-31,,70589.43766828423,90969.20815401564,
2017-09-01,91061.1024942671,70491.72194321282,,41559.74565055521
2017-09-03,,,52775.063565109565,
2017-09-04,,,,41937.11509740423
2017-09-05,92230.34354614875,70377.48214019465,91933.1258585651,41549.41780644012
2017-09-07,,70491.72194321282,,
2017-09-08,92346.91908659803,,,
2017-09-09,,,73472.62874902342,
2017-09-10,93461.46559735342,,,
2017-09-11,,70085.25109648309,,41544.44590482947
2017-09-13,,70274.27062886936,94301.4635853822,
2017-09-14,94611.29890883542,,,
2017-09-15,,,54420.82009303424,
2017-09-16,,69531.85078264854,,41062.71815251565
2017-09-17,,,94345.3569228714,41357.93227193023
2017-09-18,94637.7640093804,,95768.5610204704,
2017-09-19,95952.62766328506,69783.72256402561,,
2017-09-20,,69223.67056241888,,
2017-09-21,,,75738.3580642087,40538.58006367393
2017-09-22,97464.04310050535,68289.39789477529,95907.44334528146,40960.96522870842
2017-09-23,96467.72888852606,,,
2017-09-24,,69315.8914525065,98443.41319323334,
2017-09-25,98267.87211778936,,97104.82777237678,
2017-09-26,,67908.65794922409,99762.46304130598,40056.01154739549
2017-09-27,100100.54805601524,,76007.05252469268,
2017-09-28,99160.71424154044,67651.88552546846,,40587.5839135976
2017-09-29,101408.63406221935,,100495.00715218665,
2017-10-01,,,102537.1124043592,39543.62138123473
2017-10-02,102209.9026348165,67528.89845422284,77273.38995493493,40000.00713413124
2017-10-03,,66591.85782454786,,
2017-10-04,,65581.02008178167,103745.41637497205,
2017-10-05,102865.82831783536,,102793.53340902962,
2017-10-06,104157.56823252644,,,39155.93993276387
2017-10-07,,66327.2376721563,51303.14311663991,
2017-10-08,,65286.37860592085,104977.4421125368,39584.17761607573
2017-10-09,105215.4128540224,,,
2017-10-10,,64567.60037798673,,39069.18604219696
2017-10-12,,,77824.57627265049,
2017-10-13,,65208.404836785325,,39195.81218711968
2017-10-14,105331.29734019634,,,
2017-10-15,,64639.89528679245,,
2017-10-16,,,,39101.71875115956
2017-10-17,105631.1085796555,,105138.94708509324,
2017-10-18,104303.98061086416,64627.80045458683,76767.45360264351,
2017-10-19,,,,39193.104460025366
2017-10-20,102840.80315709492,64813.403067926265,75965.4428769823,
2017-10-21,101731.05644568792,,101692.32703025625,39079.39238226364
2017-10-22,,,103787.58840510876,
2017-10-23,101730.19579201164,,100353.5802368354,
2017-10-24,100344.54337323466,,100418.12926255481,
2017-10-25,,64999.273171942375,,
2017-10-26,,,97172.60424938214,39235.14415981746
2017-10-27,97403.9479575606,,74606.9864868208,
2017-10-28,96318.6206391142,,96867.6101028579,
2017-10-29,,,93865.1121715189,
2017-10-30,94710.05891818614,65770.18104297013,96521.95007013038,
2017-10-31,95068.82240313468,,93427.95389483409,39648.16382814513
2017-11-01,92772.18325604366,,49974.78143557068,
2017-11-02,90236.4638641531,,91866.72496193237,
2017-11-04,89967.84583760865,66851.17416795788,88757.47686439229,
2017-11-05,,,91186.58580026566,40287.19094896302
2017-11-06,88470.10460188943,,88529.1100054,40370.9657460524
2017-11-07,,,50931.10141388103,
2017-11-08,88316.4779206772,67242.51200379964,88442.99401108727,
2017-11-09,,67994.66294673504,,
2017-11-10,,,,41391.33137435999
2017-11-11,86618.45125010202,,86620.14566202716,
2017-11-12,,69090.55061014675,52109.390235765066,41141.92949690647
2017-11-13,,68771.51884800091,,
2017-11-14,,,,41911.361797928665
2017-11-15,86504.58676873296,70129.78992422947,86545.25265493621,
2017-11-18,,69774.17426321935,53235.51968309545,41856.225313260366
2017-11-21,,70174.91787317795,53904.18576343893,42247.42062241273
2017-12-11,117767.6163954216,,,55382.8608274374
2017-12-12,,90372.63017994676,117747.94792758474,
2017-12-16,117537.17637360326,90187.1086860261,117568.80539620576,54971.40248282283
2017-12-17,116293.31664798997,89052.98230413583,116207.42847376798,
2017-12-19,,,115143.91366334607,
2017-12-20,114511.39113990856,88178.66575076625,115378.40868806218,
2017-12-21,116095.79662928852,,,54143.81602675692
2017-12-22,112565.7123322075,87329.95364426533,113835.45112115858,
2017-12-23,114414.93999955471,,,54012.54369234649
2017-12-24,110887.37371400332,85142.73142410455,112310.96450623008,52789.55481838246
2017-12-25,110888.47776521246,86762.13738135347,109318.148928749,
2017-12-26,108154.85812342002,83827.81461217871,110071.823353049,
2017-12-27,110700.78905965906,85352.38665964124,110554.3918693274,52819.67769705155
2017-12-28,106815.41333574978,83179.25877586826,106272.72589530656,51363.451676821336
2017-12-29,107071.45553955872,80824.91799568082,106982.05017362765,
2017-12-30,107944.54566143964,,107305.94063365548,
2017-12-31,104330.4026787253,82044.89458177796,103601.6872110368,50794.12926997601
2018-01-01,105305.7814900296,79889.60261300638,103763.60595939914,
2018-01-02,100999.4781720868,78334.13246573257,100744.42458756652,
2018-01-03,103950.2519499217,80038.71086241826,101683.38947284894,50325.50334325299
2018-01-04,100935.55425272172,,102341.69022899364,48866.953558096895
2018-01-05,98210.03619074477,77686.54436520246,,
2018-01-06,,,99008.11447664647,
2018-01-07,98300.70605553864,,97613.15134991723,
2018-01-08,,77219.20941899382,,48469.934017238615
2018-01-09,96695.45785126419,75879.62728524013,94967.60953080666,47509.616645268834
2018-01-10,,,96912.34257768144,
2018-01-11,96386.3971161196,,,
2018-01-12,94634.19682638011,,95545.96880125267,
2018-01-13,,,93131.83523934624,
2018-01-14,92668.6314307836,75977.54436025498,94569.987532375,46998.294472079055
2018-01-15,,90298.13455376556,66328.66299015173,55316.91286936888
2018-01-16,91494.16777591198,,92304.31672962321,
2018-01-17,92753.5779486304,89931.21864901841,,
2018-01-18,,,,55093.57853330995
2018-01-19,,82575.46853845383,66025.56639121461,50502.19638177955
2018-01-20,90517.6676440524,89554.29447938154,90529.08262965332,
2018-01-21,89184.01682634625,86931.32196013985,89176.78733546568,53546.3330660854
2018-01-22,,83326.06260226991,65480.90408184641,
2018-01-23,,85443.37277199308,,53911.95758181453
2018-01-24,89364.75409836065,83233.61758980805,89690.08118798654,49666.02148134669
2018-01-25,87929.18376636066,83011.0522183186,76566.68120799959,
2018-01-27,88171.88810306569,82990.75901204579,88171.88810306569,51853.36608807658
2018-01-28,,84304.79812109857,75812.12945734579,52497.88660707409
2018-01-29,87050.18740862641,81878.05169065505,,46500.44544098488
2018-01-30,,83111.55466844089,,
2018-01-31,,80881.72625845243,,51341.21294342693
2018-02-01,,81896.41411647288,64350.558870772686,
2018-02-02,86297.8685138665,81439.90124029116,86277.53557076489,
2018-02-03,,80624.33941971937,63991.24886752143,50144.83988054133
2018-02-04,,78672.72776622488,,46337.78189617192
2018-02-06,,80376.95561399272,,49953.85024155934
2018-02-07,,78532.28921051434,86354.1875388067,49159.64599547225
2018-02-08,86346.44165572038,,,
2018-02-09,,76875.00663737868,,46283.5607145676
2018-02-10,86328.36792851894,,,48534.61371074681
2018-02-11,87660.65981936784,77021.36405942183,87028.85395562614,
2018-02-12,,80056.9977539132,63641.39984263753,
2018-02-14,88216.54084085747,,89290.19997365471,47141.631222281256
2018-02-15,,,87792.33983183547,
2018-02-16,90688.89242806604,79802.9892961699,89999.23704801116,47439.33133931381
2018-02-17,89242.75643975093,,63223.5180963039,
2018-02-18,92547.537458534,82869.83113047217,92642.12329755486,
2018-02-19,90774.50482007286,,92487.89415876925,46234.26873129094
2018-02-20,94581.4025179759,,,47221.75535029429
2018-02-21,92845.75395735774,76396.84833030359,79540.04551567661,
2018-02-22,96553.34128053288,82546.44051161788,92726.46735782824,
2018-02-23,,,94112.98043028147,46817.38916402434
2018-02-24,94917.00309464264,79523.5236907074,96715.33895118578,46352.56949115489
2018-02-25,98503.48779785176,76905.13904779934,64092.21200893088,
2018-02-26,96901.4983413606,,99506.968804768,
2018-02-27,100335.50650963395,78401.21322518453,97877.47961023828,46649.65534043277
2018-02-28,98568.79967569331,,101230.6316305052,
2018-03-01,102065.268518854,80107.82669154738,99576.40996717352,46530.02063095087
2018-03-02,100353.5802368354,78871.27882774665,83791.89770001225,
2018-03-03,103451.41707916198,80592.97994576089,101148.82423369867,46536.95229885944
2018-03-04,102097.69491177422,79965.7310205252,,
2018-03-05,,79165.74983858877,103646.38741134752,
2018-03-06,104673.20103797923,82006.12566900911,64833.69029163485,46677.8965807808
2018-03-07,,81218.37836801214,,46404.878422015696
2018-03-08,,,104878.03661292887,
2018-03-09,,82559.27063173101,64908.13507032115,
2018-03-10,105448.46881004094,78489.53424515208,,
2018-03-11,,83340.56098763781,,46875.064513887424
2018-03-12,,77618.12239793985,,46396.07349689277
2018-03-13,,,105907.14368600474,
2018-03-15,105877.81495595514,,,
2018-03-16,,80748.03286367221,,46679.93179033909
2018-03-17,,,105847.99330607276,
2018-03-19,105421.96973632457,,,
2018-03-20,,80295.6068236904,104796.9365549737,46297.37447908636
2018-03-21,104365.9476755548,,,47384.64973147604
2018-03-22,,,103624.9248602958,
2018-03-24,103080.00198517242,79919.36208778864,104329.8002211519,46283.72265232436
2018-03-25,104112.91549473464,,,
2018-03-26,,83184.05693759589,83554.47367415526,47805.50937916667
2018-03-27,103136.93422585697,75200.5131192639,103462.26131548284,
2018-03-28,101818.503388952,,,
2018-03-29,,83152.23342250877,64674.87792893988,46411.36626157996
2018-03-30,,82323.01266650978,101644.34558780481,
2018-03-31,100659.26197080757,81689.7353595923,,
2018-04-01,,74974.45250057513,64740.25449797754,48412.97439211892
2018-04-02,,,100109.58491961595,46399.59546694192
2018-04-03,,81477.57859234487,,
2018-04-04,100042.15601428752,,,
2018-04-06,,77983.29490346026,99644.18644417892,48684.08030014052
2018-04-07,99034.19815113036,79905.09188402651,98781.16597031022,46560.72559669132
2018-04-10,,,64081.64609878337,
2018-04-11,98792.46204981112,78067.7426857039,,47683.06654290106
2018-04-12,,,98655.71304032375,
2018-04-14,98192.64022831336,,63768.19076440754,
2018-04-15,,77548.87594401339,98100.74329919725,
2018-04-16,,,,47729.219168086245
2018-04-18,,,63502.94239507966,
2018-04-19,98050.47099916634,77919.59390342775,,
2018-04-20,,77263.49950030204,98008.1033659214,47086.379626529466
2018-04-21,,,,48383.39920215294
2018-04-22,,,63826.30327021879,
2018-04-24,97823.25842863396,78170.689159178,,47452.66451164278
2018-04-25,,76511.76208538472,97823.25842863396,
2018-04-26,,,64278.8764215367,48125.67254673503
2018-04-28,,80407.41489732762,,
2018-04-29,97722.949242666,76375.66955040794,,47797.81757646112
2018-04-30,,75694.46184339828,97653.20108632949,
2018-05-01,,,64770.19124339546,47831.32898945446
2018-05-03,,78460.55048221072,,48105.9899557632
2018-05-04,97497.93133900806,,,
2018-05-05,,75109.18589201354,81365.2809645413,
2018-05-06,,,,47869.28381657746
2018-05-07,,,,48417.68430511445
2018-05-08,,81542.63521533798,,
2018-05-09,97482.4395728354,74964.53355070848,65611.01966441913,
2018-05-10,,,97481.24789851444,
2018-05-11,,,,48299.60283058262
2018-05-12,,,,48621.87471153638
2018-05-13,,81141.20822170604,65842.23979336125,
2018-05-14,97371.415248598,75020.88507149514,,
2018-05-16,,80204.76323108148,97184.6534008498,48856.16957623571
2018-05-17,,,,48560.85034194888
2018-05-18,,75663.64460546807,65861.48402186521,
2018-05-19,97192.32104269284,,,
2018-05-20,,79767.60495439668,,
2018-05-21,,75600.83613959127,97172.60424938216,48714.11678425266
2018-05-22,,76456.84257439825,65714.60751207951,48815.65197857897
2018-05-23,,78639.8043770269,,
2018-05-24,96924.7359906196,,,
2018-05-25,,77338.6767895658,96818.35919623396,48605.27113844747
2018-05-27,,78075.12950003338,65483.39017835172,49241.07971116668
2018-05-28,,77517.2574423445,,
2018-05-29,,77798.96791666042,,48459.52866355574
2018-05-30,96607.15478408,,,
2018-05-31,,78493.54753997352,80838.28655795113,
2018-06-01,,79349.9423624551,,49363.07736977638
2018-06-02,,,,48271.35483521456
2018-06-03,,78285.9256792831,,
2018-06-04,96071.91426281456,80345.39939182537,65363.99539368496,
2018-06-05,,,96036.67049477177,
2018-06-06,,80236.92271431103,,49566.40680079258
2018-06-07,,,,48139.44867123029
2018-06-08,95786.09117692897,79289.7413174269,,
2018-06-09,,,95377.88313827934,
2018-06-10,94945.66286206205,,,
2018-06-11,,,64215.48096065171,48867.28306864039
2018-06-12,,81615.77398855981,,
2018-06-13,,78484.37032309454,,
2018-06-14,,,94878.37050274956,
2018-06-15,94779.12637570592,,64145.04155966837,48190.18181122425
2018-06-16,,81614.18910203766,,49674.84916400121
2018-06-17,93942.5710023822,,93993.88747782914,
2018-06-18,,79736.21374399417,,
2018-06-20,,81120.23280264204,64194.3491403567,48389.50854472113
2018-06-21,93527.02715680964,,,49674.84916400121
2018-06-22,,80889.98341360601,93289.01211697304,
2018-06-24,,80376.04053125312,63961.11645710078,48600.82674767113
2018-06-25,92643.54084478632,,,
2018-06-26,,,,49786.48100848068
2018-06-27,,81894.55403278416,92707.10265011244,
2018-06-28,,79871.02915920317,63642.57383265393,
2018-06-29,92190.63450432676,79095.80441838101,91855.05551061605,48926.60897721906
2018-07-01,,79268.38095079019,,50054.39743523143
2018-07-02,,80470.30785290166,,
2018-07-03,91468.53594460811,,91533.60136253329,49240.06431159489
2018-07-06,,78035.10443857365,,
2018-07-07,91069.70903102968,79903.19351388785,,49756.36555724175
2018-07-08,,,90971.05660338856,
2018-07-11,,77227.39930729808,,
2018-07-12,,82092.73680084059,63466.71012819886,49827.91651551182
2018-07-13,90594.58908111308,,90643.88106438972,
2018-07-16,,79445.91696863755,63231.75070129383,50008.91023622238
2018-07-18,90239.6868015212,,90252.00979734036,
2018-07-20,,79566.22334626716,,49899.77332642942
2018-07-21,,,62931.31649657093,
2018-07-22,,80193.62852414486,,50342.625821654365
2018-07-23,89852.74473279949,,89914.71179749015,
2018-07-24,,78612.5398137775,,
2018-07-25,,,62665.81413901836,49979.6780219199
2018-07-27,,79578.43741238392,,50409.84740352639
2018-07-28,89424.13920202252,,89429.30312408003,
2018-07-29,,,62419.443948436165,49979.6780219199
2018-07-30,,79936.15312223422,,
2018-08-01,,80504.24024104277,89132.37760577071,50686.97788728177
2018-08-02,88934.37346937638,,,49990.74707064584
2018-08-03,,81616.55664857072,75178.3379053474,
2018-08-04,,78840.91566879567,,
2018-08-05,87962.23286752899,,,
2018-08-06,,82294.30932355847,,50791.16760879595
2018-08-07,,,62047.70839538959,50187.22268553151
2018-08-08,88009.22455825274,,87270.98231640937,
2018-08-09,86605.18132934097,78737.40250391467,,
2018-08-10,,82633.62333276897,87521.2339238139,
2018-08-11,,,73939.97625611452,50690.9540673048
2018-08-12,86626.58442734268,,,
2018-08-13,85166.48546556929,,,
2018-08-14,,78543.75542675641,85283.10403870241,
2018-08-15,85352.38665964124,82635.38431779356,,
2018-08-16,,,62183.30424228253,50895.86955464899
2018-08-17,84112.07713044254,,,
2018-08-18,,,84122.24360199332,
2018-08-19,,80431.05802912248,,
2018-08-20,,,62535.50124719918,50284.32843117284
2018-08-21,83429.62014274971,,,51863.41322148452
2018-08-22,,81895.55048434048,82917.59740950457,
2018-08-23,82557.91037695727,,,
2018-08-24,,78412.07541428877,63025.05508403336,50323.07010171366
2018-08-25,,81809.18884375987,,
2018-08-26,,81137.66655438542,,
2018-08-27,82875.46449998954,,82844.65701044162,51932.421998071804
2018-08-29,,,63438.886564810455,50497.407619147416
2018-08-30,,79694.4834477276,,
2018-08-31,83205.22786811033,80278.89285739693,84075.1766040729,
2018-09-01,84299.3542379574,,83183.5393954686,51576.76138027565
2018-09-02,,,74507.9171919782,50608.34967569614
2018-09-03,85991.62585329212,,,
2018-09-04,,79461.627263309,87098.87945658028,
2018-09-05,86341.92322392005,79584.771260207,,51001.67337267153
2018-09-06,,,79723.70187904495,50691.11597185157
2018-09-07,86436.81029172757,,,
2018-09-08,89778.19060809353,79511.90002276114,87559.18875093691,
2018-09-09,89603.32729741963,79188.42415089604,91490.22441724985,50172.40824225257
2018-09-10,91164.4802416116,79016.56009227477,91315.73079645049,
2018-09-11,,,64032.33851809504,50828.472803769095
2018-09-12,92651.9132331223,,93243.6018773794,
2018-09-13,94250.08256090953,,94788.95768885396,49733.2412057289
2018-09-14,97443.71015740377,79378.51163052297,97676.08664999368,
2018-09-15,94439.85669652464,,63819.57009218361,49904.55015953221
2018-09-16,99252.14603797124,,97340.97528699557,
2018-09-17,96052.033162893,,96738.83479654764,
2018-09-18,99111.65698199366,,97841.3321558354,
2018-09-19,,79590.09541305859,82512.7807459558,49860.26160937115
2018-09-20,102220.596256744,,99630.63114877784,
2018-09-21,100252.36736450731,,103296.74402426968,
2018-09-22,104100.866343267,78499.35879055464,82193.59313343855,47733.73086256668
2018-09-23,102662.4988868192,,,
2018-09-24,105380.33561473554,80906.24976808732,103748.42866283897,51568.0865140941
2018-09-25,104411.1319935584,,106084.01492011508,
2018-09-26,,,83655.98472746262,
2018-09-27,106586.00383346484,78396.69336362142,,47506.00189982855
2018-09-28,,,,51798.69169588474
2018-09-29,,80475.49260311968,62172.54266713228,
2018-09-30,,,106372.58323809452,
2018-10-01,,78389.6494235231,,
2018-10-02,106715.53221174184,,,47700.705233771325
2018-10-03,,79542.15898877874,61938.74744699351,51916.76154896159
2018-10-04,,,106758.90915702526,
2018-10-05,105504.59248924543,78396.69336362142,105339.6697285323,
2018-10-06,,78347.0099963636,61488.37552695631,
2018-10-07,,79225.39313835352,104042.42795864904,50115.32952734723
2018-10-08,104819.21772879087,,105631.1085796555,
2018-10-09,102278.96376400042,77181.25459187082,102387.40612720906,
2018-10-10,,78428.39109406393,61325.4529660212,
2018-10-11,103706.25663270228,77381.87296380676,103868.92017751522,51765.872937381486
2018-10-12,101034.82072365884,75803.75120448114,100873.19989387676,49258.33190531351
2018-10-13,102269.39532018788,,102323.6165017922,
2018-10-14,99644.45223428482,77338.67866958791,80407.85053785429,
2018-10-15,100642.7598720584,74451.21809809346,100751.20223526705,51298.93385559987
2018-10-16,98231.51203130175,,98118.4626395908,
2018-10-17,99666.77860318072,,99666.77860318072,50314.659106932144
2018-10-18,96922.58435642892,75697.0502184982,78918.96271061007,
2018-10-19,,,,51016.76274101299
2018-10-20,,,97985.92197344692,50283.65112924029
2018-10-21,97172.60424938216,,,51426.19332982061
2018-10-22,95877.00338367902,,61294.52474163986,
2018-10-23,,76317.3861426579,96038.60696554334,
2018-10-24,,,,50047.47594536636
2018-10-25,,,,49314.61267763558
2018-10-26,,,,52383.4436450532
2018-10-27,95626.00959314476,76603.75255021037,78530.3284606032,
2018-10-28,,,,49172.55988565252
2018-10-29,,,,52846.788287853706
2018-10-30,95925.51707248292,,,48454.91655991995
2018-11-01,,80733.52049124354,61587.42045253541,
2018-11-03,,,,48195.13982263274
2018-11-05,,80807.48186227604,61718.40419579251,47735.08248496034
2018-11-09,,80793.14241279016,61737.77503106293,47817.188411731535
2018-11-11,,80062.58519687728,,
2018-11-14,,79716.06247703983,61672.28315943437,48130.64374610738
2018-11-16,,78437.58734919231,,
2018-11-17,,79216.72539006908,,
2018-11-18,,,61503.38792429089,48754.03244480988
2018-11-19,,77367.88677925928,,
2018-11-20,,78157.7863952863,,
2018-11-21,,76472.52372676002,,
2018-11-22,,75535.50704809104,61301.93123747855,49527.69186561018
2018-11-24,,76390.42828204254,,
2018-11-25,125900.26205585722,93826.8383962688,125973.6201250866,61345.95850433025
2018-11-26,,74976.35730730211,61225.09359090589,50367.09472732824
2018-11-29,,80731.87839454187,,61249.6445633226
2018-11-30,126270.24188327492,,126263.86292073324,51219.411479226575
2018-12-01,,,61260.54808940085,
2018-12-03,,72866.781104281,,51335.63649084908
2018-12-04,125823.07660910283,,126034.95630337202,56529.93491487442
2018-12-05,,94161.7339297072,61591.61327402252,
2018-12-06,,,124757.63039057802,52187.95324274742
2018-12-07,124659.55384149964,72853.11250623304,,
2018-12-08,,,123702.25382006544,52816.42923152095
2018-12-09,123602.04145763603,93341.87776903724,93636.57921574955,60082.60497294969
2018-12-10,,73185.9386758793,,53117.75333572742
2018-12-11,,,124066.310325123,
2018-12-12,123031.58944284063,,122430.6380133928,
2018-12-13,,92862.02031183903,,
2018-12-14,122548.11724020216,,122656.55960341076,59624.435988393205
2018-12-15,120969.3240111353,91762.99866932078,120912.44492847192,
2018-12-16,,,,58722.04060883567
2018-12-17,120483.83939769497,,119277.90222469185,
2018-12-18,,,120813.03942886402,
2018-12-19,,90836.85917891785,,
2018-12-20,118383.41410078492,,119728.6157967777,58391.70147721274
2018-12-21,,,118060.08216286308,
2018-12-24,117636.31608310528,89648.76981152612,,57753.8052230443
2018-12-25,,,117353.0502777386,
2018-12-28,116383.1688917914,89061.11548137647,,57529.526699135546
2018-12-29,,88102.87932647836,116168.09153809428,
2019-01-02,115388.33930740364,87235.06657645777,,57512.27450498872
2019-01-03,,,115470.44566811874,
2019-01-05,,87195.90683418799,,
2019-01-06,,93882.146885851,114563.14456260653,61461.04881291412
2019-01-07,114730.69864536807,85920.11432585114,,
2019-01-08,,,,57403.83214178009
2019-01-09,,84732.71601273477,,
2019-01-10,113879.10714605324,93738.42439165563,114306.49763634607,61114.0047148688
2019-01-11,,,76872.2727635975,
2019-01-13,,84403.51598156571,113500.40940316192,57216.52260532882
2019-01-14,,88919.05737575796,76862.87540720933,61294.398134873394
2019-01-15,113477.23250592714,,,
2019-01-17,,,113154.94301751156,
2019-01-18,,94034.76867742898,,58972.98816410467
2019-01-19,112878.67318743245,82876.28603304415,76334.77556483707,
2019-01-20,,,74759.76406047284,
2019-01-21,,91932.83819232794,75854.80931313673,60160.89812030798
2019-01-22,,93439.9079361247,112647.9673755082,59894.31720782825
2019-01-23,,82460.59030741104,,57157.37222539683
2019-01-24,112596.44498574844,,74309.44712156347,
2019-01-25,,92345.84707335162,,
2019-01-26,,,,59778.09219620575
2019-01-27,,87810.41082580274,92893.7420469147,59083.97059901583
2019-01-28,,91489.05350619076,,57177.08901870751
2019-01-29,112034.63012712525,,73361.47394720357,
2019-01-31,,91484.9210613331,72903.1244809312,58964.51711484825
2019-02-01,,88249.11491943187,111874.2903472382,58422.048203696046
2019-02-02,,,,57413.69053843542
2019-02-03,111728.28045106084,,72566.07194722595,
2019-02-04,,90396.92581364467,71748.05109146776,
2019-02-05,,89647.62668568446,,58309.13718819912
2019-02-06,,85056.88121989774,111617.61994860476,57827.63356862021
2019-02-07,,,71200.42806066156,57507.34530666107
2019-02-08,111595.43855613028,88955.48045729627,,
2019-02-10,,88132.47517053294,,57740.33902525873
2019-02-11,,86299.83046451666,91188.40544022091,
2019-02-12,,,,57609.99476383888
2019-02-13,111703.8809193389,88333.93185734528,70669.76547916024,57519.976377375686
2019-02-14,,87256.54444801924,70053.02891814389,
2019-02-15,,87553.76663277647,,57536.1486188368
2019-02-16,,87859.6708808973,111920.76564575615,
2019-02-17,,86782.11272068188,69768.92333417776,57482.699315022735
2019-02-18,112184.47775628626,,69235.4083590011,
2019-02-19,,85809.67329579884,,57372.2931551208
2019-02-20,,87407.74970745534,69141.30827141624,
2019-02-21,,,112622.92994753207,
2019-02-22,,84628.20684909163,,57482.699315022735
2019-02-23,113162.92362432778,,68895.29866348195,57040.32101398843
2019-02-24,,,90444.41095146124,57270.15602369496
2019-02-25,,87230.40861484793,113787.86024708742,
2019-02-26,,84083.30348014401,,
2019-02-27,114006.85426432223,,68341.22402664655,57487.86323708028
2019-02-28,,,68262.97925501192,57166.25790724455
2019-03-01,,,114877.32618712485,
2019-03-02,114523.38236276335,85746.62942084977,67781.47563543299,
2019-03-03,115938.29700653312,,,
2019-03-04,,,116680.18047546835,57166.25790724455
2019-03-05,,,115680.10090365545,57551.70809161005
2019-03-06,116825.28555284659,82526.10039792254,67696.94835425299,56954.86995151086
2019-03-07,,87328.31322868625,117879.67350407052,
2019-03-09,118159.59035410281,,,57166.25790724455
2019-03-10,,,67656.44569868757,57487.628513350384
2019-03-11,,82888.96616133355,101704.99153342859,
2019-03-13,120028.42703623686,92773.29474194103,,57168.01889226913
2019-03-14,119565.95225196476,,,
2019-03-15,,83602.16509628981,102697.21483166539,57220.63027060186
2019-03-16,,,,56954.86995151086
2019-03-17,,82723.11256974583,,57308.8976942358
2019-03-18,120680.87529870353,88343.86846089043,,
2019-03-19,,,68366.12266359467,
2019-03-20,,84556.618979614,120615.2915900718,56994.70868058389
2019-03-22,120500.4702643215,93086.87874143338,68063.50807359445,57448.01551117789
2019-03-23,,84583.73814899258,68910.26703619093,
2019-03-24,,85536.10947611378,,
2019-03-25,,,119736.52305242834,56624.19727295439
2019-03-26,119327.98151047916,88362.83950258605,,57587.80417955791
2019-03-27,,86170.34163151655,,57125.772076466
2019-03-28,118065.83289424534,,93650.22942021865,
2019-03-29,118915.29807271296,92130.03436018075,118915.29807271296,
2019-03-30,116724.1244396444,88527.58857959535,116324.0963413067,56902.72871856764
2019-03-31,115662.027176454,87536.96034907669,,
2019-04-01,,,93666.04249986421,
2019-04-02,,89186.17246857115,92089.48361765224,
2019-04-03,114252.27645474178,89437.04900716641,116366.9025373101,
2019-04-04,115851.8013120691,87619.6304907246,113540.17160300507,56693.93573450559
2019-04-05,113804.95170650617,89690.08118798654,98941.62848264335,
2019-04-06,111270.1114665044,88302.01893891605,,
2019-04-07,,,110652.59245378856,57439.09263888374
2019-04-08,112896.74691463388,89335.93233633322,113178.69705897632,57815.18088880352
2019-04-09,110764.99835366418,87548.34451461605,111649.6597377346,55119.14871690728
2019-04-10,,,89541.50095276585,
2019-04-11,,89379.95696194778,,
2019-04-12,109072.6474675961,88666.90718213568,88649.87064264846,
2019-04-13,,85768.08238527433,109751.91838158351,57811.4557281746
2019-04-14,107846.6463057652,,69629.08435193989,54691.73533560056
2019-04-15,,87966.58191841318,107287.86690645404,
2019-04-16,105546.38798339876,88007.82449523611,,
2019-04-17,107004.71184696484,,106932.41693815908,57652.3736304593
2019-04-18,,,87274.98420761537,57353.64157640617
2019-04-19,105739.55094286412,91317.04048898949,,54410.16569077814
2019-04-20,104689.0155492805,,,
2019-04-21,,88133.64307623188,,57515.9524597579
2019-04-22,,90684.73479492834,86805.53853399813,
2019-04-23,,,68974.98607335519,
2019-04-25,104411.1319935584,88215.26986717636,68536.93821097925,54092.06809203283
2019-04-26,,,104199.66938530156,57363.48822999792
2019-04-29,,93171.35771987574,68328.95661123372,57097.28838897348
2019-04-30,,,,55567.93082016612
2019-05-01,104691.27476518069,87996.63636593841,104766.1516350152,
2019-05-03,,,68051.64781157301,
2019-05-04,,93262.92894115408,68120.47544857953,56977.83250961413
2019-05-05,105433.94064654889,,,53555.536590252974
2019-05-06,,83725.75121151176,105549.77680724904,
2019-05-07,,,68188.26317611175,
2019-05-08,,93106.905667976,,
2019-05-09,,,,56660.03472088382
2019-05-10,106286.69195723496,92350.15170341171,,53177.53749564002
2019-05-11,,83942.63593792902,87242.22013824567,
2019-05-13,,92018.86703500822,,56388.65723424639
2019-05-15,107002.5855261176,,67949.57332362438,52757.71063236089
2019-05-16,,88608.00529449743,87696.87158010955,
2019-05-17,,,,56075.03418701104
2019-05-19,,89901.49462107077,,
2019-05-20,,90193.5320433053,68614.42155206091,54063.74636055602
2019-05-21,107483.66561780297,83653.45630270599,107432.45672406556,55711.60042050896
2019-05-22,,88228.46842087302,,
2019-05-23,,88979.62636635918,,
2019-05-24,,,68857.06675176404,
2019-05-25,,87864.63377835265,,53560.99875677106
